P,datetime
2.1733487,27/4/2018 12:45
1.8734378,27/4/2018 12:48
1.6486619,27/4/2018 12:51
1.7449701,27/4/2018 12:54
1.8314575,27/4/2018 12:57
1.8539449,27/4/2018 13:00
2.031718,27/4/2018 13:03
2.38229,27/4/2018 13:06
2.5789604,27/4/2018 13:09
2.8582,27/4/2018 13:12
3.1013746,27/4/2018 13:15
3.1148956,27/4/2018 13:18
3.256712,27/4/2018 13:21
3.2226088,27/4/2018 13:24
3.0973728,27/4/2018 13:27
3.2824085,27/4/2018 13:30
3.14493,27/4/2018 13:33
2.9998052,27/4/2018 13:36
2.93939,27/4/2018 13:39
2.8648345,27/4/2018 13:42
2.6624994,27/4/2018 13:45
2.4855258,27/4/2018 13:48
2.3845658,27/4/2018 13:51
2.3533778,27/4/2018 13:54
2.198386,27/4/2018 13:57
1.9767317,27/4/2018 14:00
2.0022192,27/4/2018 14:03
2.1035295,27/4/2018 14:06
2.077137,27/4/2018 14:09
2.1391566,27/4/2018 14:12
1.7995485,27/4/2018 14:15
1.6019566,27/4/2018 14:18
1.510487,27/4/2018 14:21
1.566066,27/4/2018 14:24
1.6882071,27/4/2018 14:27
2.6852562,27/4/2018 14:30
4.5343466,27/4/2018 14:33
2.9734938,27/4/2018 14:36
1.5118762,27/4/2018 14:39
1.5922621,27/4/2018 14:42
1.4481118,27/4/2018 14:45
1.3968426,27/4/2018 14:48
2.7616794,27/4/2018 14:51
4.013125,27/4/2018 14:54
4.005988,27/4/2018 14:57
3.8022654,27/4/2018 15:00
3.8144593,27/4/2018 15:03
3.9159915,27/4/2018 15:06
3.6119912,27/4/2018 15:09
3.5147274,27/4/2018 15:12
1.41665,27/4/2018 15:15
3.0301957,27/4/2018 15:18
3.043255,27/4/2018 15:21
2.8732567,27/4/2018 15:24
0.9502884,27/4/2018 15:27
0.72777057,27/4/2018 15:30
0.8531578,27/4/2018 15:33
0.9550908,27/4/2018 15:36
0.97676426,27/4/2018 15:39
1.278177,27/4/2018 15:42
1.7754877,27/4/2018 15:45
1.4107907,27/4/2018 15:48
1.5805366,27/4/2018 15:51
2.795109,27/4/2018 15:54
2.5784175,27/4/2018 15:57
2.3809628,27/4/2018 16:00
2.046971,27/4/2018 16:03
1.591663,27/4/2018 16:06
1.0316468,27/4/2018 16:09
1.1074592,27/4/2018 16:12
1.4627268,27/4/2018 16:15
1.9138098,27/4/2018 16:18
1.4954698,27/4/2018 16:21
1.3681073,27/4/2018 16:24
1.2564869,27/4/2018 16:27
1.1119237,27/4/2018 16:30
0.9848655,27/4/2018 16:33
0.8073076,27/4/2018 16:36
0.72973835,27/4/2018 16:39
0.61078155,27/4/2018 16:42
0.52488357,27/4/2018 16:45
0.46678284,27/4/2018 16:48
0.43204585,27/4/2018 16:51
0.35796976,27/4/2018 16:54
0.33898216,27/4/2018 16:57
0.3231784,27/4/2018 17:00
0.287187,27/4/2018 17:03
0.21163718,27/4/2018 17:06
0.116918065,27/4/2018 17:09
0.069247216,27/4/2018 17:12
0.02010329,27/4/2018 17:15
-0.010686224,27/4/2018 17:18
-0.04325712,27/4/2018 17:21
-0.045380976,27/4/2018 17:24
-0.06257648,27/4/2018 17:27
-0.06707534,27/4/2018 17:30
-0.14163797,27/4/2018 17:33
-0.086083174,27/4/2018 17:36
-0.09071822,27/4/2018 17:39
-0.11052694,27/4/2018 17:42
-0.088843845,27/4/2018 17:45
-0.08382218,27/4/2018 17:48
-0.08437575,27/4/2018 17:51
-0.08453434,27/4/2018 17:54
-0.099437356,27/4/2018 17:57
-0.07337172,27/4/2018 18:00
-0.039438244,28/4/2018 6:00
-0.04383899,28/4/2018 6:03
-0.024851553,28/4/2018 6:06
-0.02228182,28/4/2018 6:09
0.0072458154,28/4/2018 6:12
0.0309744,28/4/2018 6:15
0.032899056,28/4/2018 6:18
0.05197937,28/4/2018 6:21
0.082577564,28/4/2018 6:24
0.0989885,28/4/2018 6:27
0.11431877,28/4/2018 6:30
0.12391134,28/4/2018 6:33
0.074179925,28/4/2018 6:36
0.092375904,28/4/2018 6:39
0.10353825,28/4/2018 6:42
0.09950212,28/4/2018 6:45
0.10485287,28/4/2018 6:48
0.121258706,28/4/2018 6:51
0.1128698,28/4/2018 6:54
0.14355943,28/4/2018 6:57
0.1496084,28/4/2018 7:00
0.11104904,28/4/2018 7:03
0.0966517,28/4/2018 7:06
0.14339295,28/4/2018 7:09
0.22855107,28/4/2018 7:12
0.21317202,28/4/2018 7:15
0.2624054,28/4/2018 7:18
0.2997845,28/4/2018 7:21
0.2924104,28/4/2018 7:24
0.34273657,28/4/2018 7:27
0.36932266,28/4/2018 7:30
0.45954496,28/4/2018 7:33
0.42814907,28/4/2018 7:36
0.31701082,28/4/2018 7:39
0.25841486,28/4/2018 7:42
0.22000515,28/4/2018 7:45
0.37895173,28/4/2018 7:48
0.20570722,28/4/2018 7:51
0.18059702,28/4/2018 7:54
0.16955087,28/4/2018 7:57
0.15162203,28/4/2018 8:00
0.1520414,28/4/2018 8:03
0.12830278,28/4/2018 8:06
0.19923058,28/4/2018 8:09
0.18755804,28/4/2018 8:12
0.1159739,28/4/2018 8:15
0.06635647,28/4/2018 8:18
0.064246766,28/4/2018 8:21
0.041383706,28/4/2018 8:24
0.027188027,28/4/2018 8:27
0.025753807,28/4/2018 8:30
0.071149565,28/4/2018 8:33
-0.00031250418,28/4/2018 8:36
0.11981413,28/4/2018 8:39
0.18649597,28/4/2018 8:42
0.22421508,28/4/2018 8:45
0.15693545,28/4/2018 8:48
0.14540225,28/4/2018 8:51
0.113677785,28/4/2018 8:54
0.1529703,28/4/2018 8:57
0.09735612,28/4/2018 9:00
0.06907204,28/4/2018 9:03
0.012792301,28/4/2018 9:06
-0.011294272,28/4/2018 9:09
-0.071277186,28/4/2018 9:12
-0.062151216,28/4/2018 9:15
-0.03081853,28/4/2018 9:18
-0.02481924,28/4/2018 9:21
0.012123417,28/4/2018 9:24
0.04934321,28/4/2018 9:27
0.054926943,28/4/2018 9:30
0.05252284,28/4/2018 9:33
0.051355563,28/4/2018 9:36
0.052160874,28/4/2018 9:39
0.046206277,28/4/2018 9:42
0.050081193,28/4/2018 9:45
0.07420218,28/4/2018 9:48
0.052138895,28/4/2018 9:51
0.04827906,28/4/2018 9:54
0.051569734,28/4/2018 9:57
0.04711423,28/4/2018 10:00
0.08023588,28/4/2018 10:03
0.074523985,28/4/2018 10:06
0.07751205,28/4/2018 10:09
0.052236956,28/4/2018 10:12
0.04537018,28/4/2018 10:15
0.050774347,28/4/2018 10:18
0.049177058,28/4/2018 10:21
0.08347766,28/4/2018 10:24
0.051232032,28/4/2018 10:27
0.03948755,28/4/2018 10:30
0.043853827,28/4/2018 10:33
0.07704602,28/4/2018 10:36
0.05594817,28/4/2018 10:39
0.055731628,28/4/2018 10:42
0.07812869,28/4/2018 10:45
0.08087461,28/4/2018 10:48
0.08082539,28/4/2018 10:51
0.07815574,28/4/2018 10:54
0.07553651,28/4/2018 10:57
0.08956735,28/4/2018 11:00
0.08948565,28/4/2018 11:03
0.09237171,28/4/2018 11:06
